Name,Weekly Salary,Base Salary,ADJ Salary,Team,year
Aaron Ramsdale,120000,6240000,6240000,Arsenal,2022
Martin Oedegaard,115000,5980000,5980000,Arsenal,2022
Kieran Tierney,110000,5720000,5720000,Arsenal,2022
Jorginho,110000,5720000,5720000,Chelsea,2022
James Maddison,110000,5720000,5720000,Leicester,2022
Thiago Silva,110000,5720000,5720000,Chelsea,2022
Arthur,110000,5720000,5720000,Liverpool,2022
Dejan Kulusevski,110000,5720000,5720000,Tottenham,2022
Jorginho,110000,5720000,5720000,Arsenal,2022
Joel Matip,100000,5200000,5200000,Liverpool,2022
Ederson,100000,5200000,5200000,Manchester City,2022
Julian Alvarez,100000,5200000,5200000,Manchester City,2022
Diego Carlos,100000,5200000,5200000,Aston Villa,2022
Leon Bailey,100000,5200000,5200000,Aston Villa,2022
Joao Moutinho,100000,5200000,5200000,Wolverhampton,2022
Tyrone Mings,100000,5200000,5200000,Aston Villa,2022
Andy Robertson,100000,5200000,5200000,Liverpool,2022
Eddie Nketiah,100000,5200000,5200000,Arsenal,2022
Jonny Evans,100000,5200000,5200000,Leicester,2022
Pierre-Emile Hoejbjerg,100000,5200000,5200000,Tottenham,2022
Hugo Lloris,100000,5200000,5200000,Tottenham,2022
James Ward-Prowse,100000,5200000,5200000,Southampton,2022
Rodrigo,100000,5200000,5200000,Leeds,2022
Raul Jimenez,100000,5200000,5200000,Wolverhampton,2022
Gabriel Magalhaes,100000,5200000,5200000,Arsenal,2022
Carney Chukwuemeka,100000,5200000,5200000,Chelsea,2022
Hakim Ziyech,100000,5200000,5200000,Chelsea,2022
Mateo Kovacic,100000,5200000,5200000,Chelsea,2022
Mykhailo Mudryk,100000,5200000,5200000,Chelsea,2022
Dean Henderson,100000,5200000,5200000,Nottingham Forest,2022
Amadou Onana,100000,5200000,5200000,Everton,2022
Dominic Calvert-Lewin,100000,5200000,5200000,Everton,2022
Matt Targett,100000,5200000,5200000,Newcastle,2022
James Tarkowski,100000,5200000,5200000,Everton,2022
Emerson,95000,4940000,4940000,West Ham,2022
Leander Dendoncker,90000,4680000,4680000,Aston Villa,2022
Adam Lallana,90000,4680000,4680000,Brighton,2022
Goncalo Guedes,90000,4680000,4680000,Wolverhampton,2022
Aaron Wan-Bissaka,90000,4680000,4680000,Manchester United,2022
Keylor Navas,90000,4680000,4680000,Nottingham Forest,2022
Bernd Leno,90000,4680000,4680000,Fulham,2022
Sven Botman,90000,4680000,4680000,Newcastle,2022
Nathan Ake,90000,4680000,4680000,Manchester City,2022
Lucas Moura,90000,4680000,4680000,Tottenham,2022
Benjamin Mendy,90000,4680000,4680000,Manchester City,2022
Pablo Sarabia,90000,4680000,4680000,Wolverhampton,2022
Leandro Trossard,90000,4680000,4680000,Arsenal,2022
Benoit Badiashile,90000,4680000,4680000,Chelsea,2022
Gianluca Scamacca,90000,4680000,4680000,West Ham,2022
Richarlison,90000,4680000,4680000,Tottenham,2022
Denis Zakaria,90000,4680000,4680000,Chelsea,2022
Jack Harrison,90000,4680000,4680000,Leeds,2022
Layvin Kurzawa,90000,4680000,4680000,Fulham,2022
Odsonne Edouard,90000,4680000,4680000,Crystal Palace,2022
Joelinton,85000,4420000,4420000,Newcastle,2022
Diogo Dalot,85000,4420000,4420000,Manchester United,2022
Pedro Porro,85000,4420000,4420000,Tottenham,2022
Joe Gomez,85000,4420000,4420000,Liverpool,2022
Eric Dier,85000,4420000,4420000,Tottenham,2022
Matheus Nunes,85000,4420000,4420000,Wolverhampton,2022
Michail Antonio,85000,4420000,4420000,West Ham,2022
Aleksandar Mitrovic,80000,4160000,4160000,Fulham,2022
Boubakary Soumare,80000,4160000,4160000,Leicester,2022
Kelechi Iheanacho,80000,4160000,4160000,Leicester,2022
Michael Keane,80000,4160000,4160000,Everton,2022
Ricardo Pereira,80000,4160000,4160000,Leicester,2022
Morgan Gibbs-White,80000,4160000,4160000,Nottingham Forest,2022
Ryan Bertrand,80000,4160000,4160000,Leicester,2022
Mason Mount,80000,4160000,4160000,Chelsea,2022
Idrissa Gueye,80000,4160000,4160000,Everton,2022
Salomon Rondon,80000,4160000,4160000,Everton,2022
Thilo Kehrer,80000,4160000,4160000,West Ham,2022
Matty Cash,80000,4160000,4160000,Aston Villa,2022
Jesse Lingard,80000,4160000,4160000,Nottingham Forest,2022
Felipe,80000,4160000,4160000,Nottingham Forest,2022
Nelson Semedo,80000,4160000,4160000,Wolverhampton,2022
Joachim Andersen,80000,4160000,4160000,Crystal Palace,2022
Chris Wood,80000,4160000,4160000,Nottingham Forest,2022
Nathaniel Clyne,80000,4160000,4160000,Crystal Palace,2022
Joe Willock,80000,4160000,4160000,Newcastle,2022
Chris Wood,80000,4160000,4160000,Newcastle,2022
Ben Davies,80000,4160000,4160000,Tottenham,2022
Mislav Orsic,80000,4160000,4160000,Southampton,2022
Bertrand Traore,77885,4050000,4050000,Aston Villa,2022
Jonjo Shelvey,75000,3900000,3900000,Nottingham Forest,2022
Ben Godfrey,75000,3900000,3900000,Everton,2022
Wilfred Ndidi,75000,3900000,3900000,Leicester,2022
Weston McKennie,75000,3900000,3900000,Leeds,2022
Patson Daka,75000,3900000,3900000,Leicester,2022
Mason Greenwood,75000,3900000,3900000,Manchester United,2022
Phil Jones,75000,3900000,3900000,Manchester United,2022
Dennis Praet,75000,3900000,3900000,Leicester,2022
Vicente Guaita,75000,3900000,3900000,Crystal Palace,2022
Cedric Soares,75000,3900000,3900000,Arsenal,2022
Cedric Soares,75000,3900000,3900000,Fulham,2022
Lewis Dunk,75000,3900000,3900000,Brighton,2022
Fraser Forster,75000,3900000,3900000,Tottenham,2022
Rodrigo Bentancur,75000,3900000,3900000,Tottenham,2022
Tyrell Malacia,75000,3900000,3900000,Manchester United,2022
Emiliano Buendia,75000,3900000,3900000,Aston Villa,2022
Douglas Luiz,75000,3900000,3900000,Aston Villa,2022
Ollie Watkins,75000,3900000,3900000,Aston Villa,2022
Theo Walcott,75000,3900000,3900000,Southampton,2022
Luka Milivojevic,75000,3900000,3900000,Crystal Palace,2022
Joe Aribo,70000,3640000,3640000,Southampton,2022
Manuel Lanzini,70000,3640000,3640000,West Ham,2022
Georginio Rutter,70000,3640000,3640000,Leeds,2022
Jacob Ramsey,70000,3640000,3640000,Aston Villa,2022
Ibrahima Konate,70000,3640000,3640000,Liverpool,2022
Patrick Bamford,70000,3640000,3640000,Leeds,2022
Jannik Vestergaard,70000,3640000,3640000,Leicester,2022
Allan Saint-Maximin,70000,3640000,3640000,Newcastle,2022
Jonjo Shelvey,70000,3640000,3640000,Newcastle,2022
Angelo Ogbonna,70000,3640000,3640000,West Ham,2022
Issa Diop,70000,3640000,3640000,Fulham,2022
Mason Holgate,70000,3640000,3640000,Everton,2022
Nathaniel Phillips,65000,3380000,3380000,Liverpool,2022
Lukasz Fabianski,65000,3380000,3380000,West Ham,2022
Stuart Armstrong,65000,3380000,3380000,Southampton,2022
Brandon Williams,65000,3380000,3380000,Manchester United,2022
Moussa Djenepo,65000,3380000,3380000,Southampton,2022
Pascal Gross,65000,3380000,3380000,Brighton,2022
Matt Doherty,65000,3380000,3380000,Tottenham,2022
Pablo Fornals,65000,3380000,3380000,West Ham,2022
Davinson Sanchez,65000,3380000,3380000,Tottenham,2022
Luis Sinisterra,65000,3380000,3380000,Leeds,2022
Tomas Soucek,65000,3380000,3380000,West Ham,2022
Timothy Castagne,65000,3380000,3380000,Leicester,2022
Maxwel Cornet,65000,3380000,3380000,West Ham,2022
Sasa Lukic,63000,3276000,3276000,Fulham,2022
Reiss Nelson,60000,3120000,3120000,Arsenal,2022
Jan Bednarek,60000,3120000,3120000,Aston Villa,2022
Matheus Cunha,60000,3120000,3120000,Wolverhampton,2022
Daniel Podence,60000,3120000,3120000,Wolverhampton,2022
Jarrod Bowen,60000,3120000,3120000,West Ham,2022
Declan Rice,60000,3120000,3120000,West Ham,2022
Mohamed Elyounoussi,60000,3120000,3120000,Southampton,2022
Jan Bednarek,60000,3120000,3120000,Southampton,2022
Moises Caicedo,60000,3120000,3120000,Brighton,2022
Renan Lodi,60000,3120000,3120000,Nottingham Forest,2022
Cheick Doucoure,60000,3120000,3120000,Crystal Palace,2022
Nick Pope,60000,3120000,3120000,Newcastle,2022
Miguel Almiron,60000,3120000,3120000,Newcastle,2022
Anthony Gordon,60000,3120000,3120000,Newcastle,2022
Scott McTominay,60000,3120000,3120000,Manchester United,2022
Junior Firpo,60000,3120000,3120000,Leeds,2022
Adrian,60000,3120000,3120000,Liverpool,2022
James Milner,60000,3120000,3120000,Liverpool,2022
Vitalii Mykolenko,58000,3016000,3016000,Everton,2022
Jakub Kiwior,58000,3016000,3016000,Arsenal,2022
Emil Krafth,55000,2860000,2860000,Newcastle,2022
Conor Coady,55000,2860000,2860000,Everton,2022
Edouard Mendy,55000,2860000,2860000,Chelsea,2022
Boubacar Traore,55000,2860000,2860000,Wolverhampton,2022
Stefan Ortega,55000,2860000,2860000,Manchester City,2022
Nampalys Mendy,55000,2860000,2860000,Leicester,2022
Adama Traore,55000,2860000,2860000,Wolverhampton,2022
Said Benrahma,55000,2860000,2860000,West Ham,2022
Dan Burn,55000,2860000,2860000,Newcastle,2022
Mohamed Elneny,55000,2860000,2860000,Arsenal,2022
Jefferson Lerma,55000,2860000,2860000,Bournemouth,2022
Luis Diaz,55000,2860000,2860000,Liverpool,2022
Ben Mee,55000,2860000,2860000,Brentford,2022
Tyler Adams,55000,2860000,2860000,Leeds,2022
Adam Armstrong,55000,2860000,2860000,Southampton,2022
Seamus Coleman,55000,2860000,2860000,Everton,2022
Yves Bissouma,55000,2860000,2860000,Tottenham,2022
Ryan Sessegnon,55000,2860000,2860000,Tottenham,2022
Adam Webster,55000,2860000,2860000,Brighton,2022
Ibrahima Diallo,55000,2860000,2860000,Southampton,2022
Danny Welbeck,55000,2860000,2860000,Brighton,2022
James McArthur,55000,2860000,2860000,Crystal Palace,2022
Takehiro Tomiyasu,55000,2860000,2860000,Arsenal,2022
Jairo Riedewald,55000,2860000,2860000,Crystal Palace,2022
Chris Richards,55000,2860000,2860000,Crystal Palace,2022
Joao Palhinha,50000,2600000,2600000,Fulham,2022
Kenny Tete,50000,2600000,2600000,Fulham,2022
Neal Maupay,50000,2600000,2600000,Everton,2022
Calum Chambers,50000,2600000,2600000,Aston Villa,2022
Ruben Neves,50000,2600000,2600000,Wolverhampton,2022
Sean Longstaff,50000,2600000,2600000,Newcastle,2022
Ashley Young,50000,2600000,2600000,Aston Villa,2022
Willian,50000,2600000,2600000,Fulham,2022
Marc Guehi,50000,2600000,2600000,Crystal Palace,2022
Jeffrey Schlupp,50000,2600000,2600000,Crystal Palace,2022
Jean-Philippe Mateta,50000,2600000,2600000,Crystal Palace,2022
James Tomkins,50000,2600000,2600000,Crystal Palace,2022
Pedro Neto,50000,2600000,2600000,Wolverhampton,2022
Albert Sambi Lokonga,50000,2600000,2600000,Crystal Palace,2022
Trevoh Chalobah,50000,2600000,2600000,Chelsea,2022
Noni Madueke,50000,2600000,2600000,Chelsea,2022
Marc Roca,50000,2600000,2600000,Leeds,2022
Conor Gallagher,50000,2600000,2600000,Chelsea,2022
Pascal Struijk,50000,2600000,2600000,Leeds,2022
Neco Williams,50000,2600000,2600000,Nottingham Forest,2022
Solly March,50000,2600000,2600000,Brighton,2022
Serge Aurier,50000,2600000,2600000,Nottingham Forest,2022
Pervis Estupinan,50000,2600000,2600000,Brighton,2022
Taiwo Awoniyi,50000,2600000,2600000,Nottingham Forest,2022
Alex McCarthy,50000,2600000,2600000,Southampton,2022
Alexis Mac Allister,50000,2600000,2600000,Brighton,2022
Mathias Jensen,50000,2600000,2600000,Brentford,2022
Axel Tuanzebe,50000,2600000,2600000,Manchester United,2022
Aaron Cresswell,50000,2600000,2600000,West Ham,2022
Albert Sambi Lokonga,50000,2600000,2600000,Arsenal,2022
Neto,50000,2600000,2600000,Bournemouth,2022
Marcos Senesi,50000,2600000,2600000,Bournemouth,2022
Tete,50000,2600000,2600000,Leicester,2022
Nayef Aguerd,50000,2600000,2600000,West Ham,2022
Alejandro Garnacho,50000,2600000,2600000,Manchester United,2022
Wout Faes,50000,2600000,2600000,Leicester,2022
Kostas Tsimikas,50000,2600000,2600000,Liverpool,2022
Dominic Solanke,50000,2600000,2600000,Bournemouth,2022
David Brooks,50000,2600000,2600000,Bournemouth,2022
Sergio Gomez,50000,2600000,2600000,Manchester City,2022
Diego Costa,50000,2600000,2600000,Wolverhampton,2022
Robin Olsen,50000,2600000,2600000,Aston Villa,2022
Daniel James,50000,2600000,2600000,Fulham,2022
Andreas Pereira,50000,2600000,2600000,Fulham,2022
Callum Wilson,46000,2392000,2392000,Newcastle,2022
Jack Stephens,45000,2340000,2340000,Bournemouth,2022
Tom Heaton,45000,2340000,2340000,Manchester United,2022
Michael Olise,45000,2340000,2340000,Crystal Palace,2022
Mario Lemina,45000,2340000,2340000,Wolverhampton,2022
Hamed Traore,45000,2340000,2340000,Bournemouth,2022
Keinan Davis,45000,2340000,2340000,Aston Villa,2022
Caglar Soyuncu,45000,2340000,2340000,Leicester,2022
Arnaut Danjuma,45000,2340000,2340000,Tottenham,2022
Cheikhou Kouyate,45000,2340000,2340000,Nottingham Forest,2022
Fabio Vieira,45000,2340000,2340000,Arsenal,2022
Ayoze Perez,45000,2340000,2340000,Leicester,2022
Brenden Aaronson,45000,2340000,2340000,Leeds,2022
Bryan Mbeumo,45000,2340000,2340000,Brentford,2022
Stuart Dallas,45000,2340000,2340000,Leeds,2022
Craig Dawson,45000,2340000,2340000,West Ham,2022
Asmir Begovic,45000,2340000,2340000,Everton,2022
Marc Albrighton,45000,2340000,2340000,Leicester,2022
Moussa Niakhate,45000,2340000,2340000,Nottingham Forest,2022
Andre Ayew,45000,2340000,2340000,Nottingham Forest,2022
Craig Dawson,45000,2340000,2340000,Wolverhampton,2022
Diego Llorente,45000,2340000,2340000,Leeds,2022
Matt Ritchie,45000,2340000,2340000,Newcastle,2022
Morgan Sanson,45000,2340000,2340000,Aston Villa,2022
Ryan Fraser,42000,2184000,2184000,Newcastle,2022
Emmanuel Dennis,40000,2080000,2080000,Nottingham Forest,2022
Emile Smith Rowe,40000,2080000,2080000,Arsenal,2022
Rob Holding,40000,2080000,2080000,Arsenal,2022
William Saliba,40000,2080000,2080000,Arsenal,2022
Frederic Guilbert,40000,2080000,2080000,Aston Villa,2022
Lewis Cook,40000,2080000,2080000,Bournemouth,2022
Philip Billing,40000,2080000,2080000,Bournemouth,2022
Joel Veltman,40000,2080000,2080000,Brighton,2022
Leandro Trossard,40000,2080000,2080000,Brighton,2022
Armando Broja,40000,2080000,2080000,Chelsea,2022
Gabriel Slonina,40000,2080000,2080000,Chelsea,2022
Sam Johnstone,40000,2080000,2080000,Crystal Palace,2022
Tyrick Mitchell,40000,2080000,2080000,Crystal Palace,2022
Andros Townsend,40000,2080000,2080000,Everton,2022
Carlos Vinicius,40000,2080000,2080000,Fulham,2022
Kevin Mbabu,40000,2080000,2080000,Fulham,2022
Shane Duffy,40000,2080000,2080000,Fulham,2022
Tosin Adarabioyo,40000,2080000,2080000,Fulham,2022
Rasmus Kristensen,40000,2080000,2080000,Leeds,2022
Robin Koch,40000,2080000,2080000,Leeds,2022
Danny Ward,40000,2080000,2080000,Leicester,2022
Harry Souttar,40000,2080000,2080000,Leicester,2022
Harvey Barnes,40000,2080000,2080000,Leicester,2022
Fabio Carvalho,40000,2080000,2080000,Liverpool,2022
Harvey Elliott,40000,2080000,2080000,Liverpool,2022
Stefan Bajcetic,40000,2080000,2080000,Liverpool,2022
Martin Dubravka,40000,2080000,2080000,Manchester United,2022
Fabian Schar,40000,2080000,2080000,Newcastle,2022
Jamaal Lascelles,40000,2080000,2080000,Newcastle,2022
Martin Dubravka,40000,2080000,2080000,Newcastle,2022
Remo Freuler,40000,2080000,2080000,Nottingham Forest,2022
Willy Boly,40000,2080000,2080000,Nottingham Forest,2022
Duje Caleta-Car,40000,2080000,2080000,Southampton,2022
Kamaldeen Sulemana,40000,2080000,2080000,Southampton,2022
Bryan Gil,40000,2080000,2080000,Tottenham,2022
Emerson Royal,40000,2080000,2080000,Tottenham,2022
Oliver Skipp,40000,2080000,2080000,Tottenham,2022
Matias Vina,38000,1976000,1976000,Bournemouth,2022
Jamal Lewis,38000,1976000,1976000,Newcastle,2022
Alex Telles,37500,1950000,1950000,Manchester United,2022
Marcus Bettinelli,35000,1820000,1820000,Chelsea,2022
Alex Moreno,35000,1820000,1820000,Aston Villa,2022
Ainsley Maitland-Niles,35000,1820000,1820000,Southampton,2022
Matt Turner,35000,1820000,1820000,Arsenal,2022
Tariq Lamptey,35000,1820000,1820000,Brighton,2022
Marcus Tavernier,35000,1820000,1820000,Bournemouth,2022
Junior Stanislas,35000,1820000,1820000,Bournemouth,2022
Christian Noergaard,35000,1820000,1820000,Brentford,2022
Vladimir Coufal,35000,1820000,1820000,West Ham,2022
Adam Smith,35000,1820000,1820000,Bournemouth,2022
Chris Mepham,35000,1820000,1820000,Bournemouth,2022
Keane Lewis-Potter,35000,1820000,1820000,Brentford,2022
Kristoffer Ajer,35000,1820000,1820000,Brentford,2022
Youri Tielemans,35000,1820000,1820000,Leicester,2022
Rico Henry,35000,1820000,1820000,Brentford,2022
Sasa Kalajdzic,35000,1820000,1820000,Wolverhampton,2022
Wout Weghorst,35000,1820000,1820000,Manchester United,2022
Nathaniel Chalobah,35000,1820000,1820000,Fulham,2022
Harry Wilson,35000,1820000,1820000,Fulham,2022
Bobby De Cordova-Reid,35000,1820000,1820000,Fulham,2022
Dango Ouattara,35000,1820000,1820000,Bournemouth,2022
Jacob Murphy,35000,1820000,1820000,Newcastle,2022
Javier Manquillo,35000,1820000,1820000,Newcastle,2022
Ryan Fredericks,35000,1820000,1820000,Bournemouth,2022
Darren Randolph,35000,1820000,1820000,West Ham,2022
Lyanco,35000,1820000,1820000,Southampton,2022
Paul Dummett,35000,1820000,1820000,Newcastle,2022
Jonny Otto,35000,1820000,1820000,Wolverhampton,2022
Will Hughes,35000,1820000,1820000,Crystal Palace,2022
Jack Butland,35000,1820000,1820000,Manchester United,2022
Maximilian Wober,35000,1820000,1820000,Leeds,2022
Jordan Ayew,35000,1820000,1820000,Crystal Palace,2022
Joel Ward,35000,1820000,1820000,Crystal Palace,2022
Jack Butland,35000,1820000,1820000,Crystal Palace,2022
Steve Cook,30000,1560000,1560000,Nottingham Forest,2022
Alex Smithies,30000,1560000,1560000,Leicester,2022
Elliot Anderson,30000,1560000,1560000,Newcastle,2022
Che Adams,30000,1560000,1560000,Southampton,2022
Joao Gomes,30000,1560000,1560000,Wolverhampton,2022
James Justin,30000,1560000,1560000,Leicester,2022
Danilo,30000,1560000,1560000,Nottingham Forest,2022
Ezri Konsa,30000,1560000,1560000,Aston Villa,2022
Jhon Duran,30000,1560000,1560000,Aston Villa,2022
Gustavo Scarpa,30000,1560000,1560000,Nottingham Forest,2022
Orel Mangala,30000,1560000,1560000,Nottingham Forest,2022
Ethan Pinnock,30000,1560000,1560000,Brentford,2022
Aaron Hickey,30000,1560000,1560000,Brentford,2022
Omar Richards,30000,1560000,1560000,Nottingham Forest,2022
David Datro Fofana,30000,1560000,1560000,Chelsea,2022
Lloyd Kelly,30000,1560000,1560000,Bournemouth,2022
Illan Meslier,30000,1560000,1560000,Leeds,2022
Brennan Johnson,30000,1560000,1560000,Nottingham Forest,2022
Harrison Reed,30000,1560000,1560000,Fulham,2022
Jack Stacey,30000,1560000,1560000,Bournemouth,2022
Karl Darlow,30000,1560000,1560000,Newcastle,2022
James Garner,30000,1560000,1560000,Everton,2022
Marvelous Nakamba,30000,1560000,1560000,Aston Villa,2022
Romain Perraud,30000,1560000,1560000,Southampton,2022
Paul Onuachu,30000,1560000,1560000,Southampton,2022
Sam Greenwood,30000,1560000,1560000,Leeds,2022
Mikkel Damsgaard,30000,1560000,1560000,Brentford,2022
Marquinhos,30000,1560000,1560000,Arsenal,2022
Scott Carson,30000,1560000,1560000,Manchester City,2022
Maximo Perrone,30000,1560000,1560000,Manchester City,2022
Tom Cairney,30000,1560000,1560000,Fulham,2022
Tim Ream,30000,1560000,1560000,Fulham,2022
Neeskens Kebano,30000,1560000,1560000,Fulham,2022
Ryan Christie,30000,1560000,1560000,Bournemouth,2022
Eberechi Eze,30000,1560000,1560000,Crystal Palace,2022
Hwang Hee-Chan,30000,1560000,1560000,Wolverhampton,2022
Vitaly Janelt,30000,1560000,1560000,Brentford,2022
Josh Onomah,30000,1560000,1560000,Fulham,2022
Nathan Patterson,28000,1456000,1456000,Everton,2022
Antonee Robinson,25000,1300000,1300000,Fulham,2022
Darren Randolph,25000,1300000,1300000,Bournemouth,2022
Flynn Downes,25000,1300000,1300000,West Ham,2022
Illia Zabarnyi,25000,1300000,1300000,Bournemouth,2022
Jaidon Anthony,25000,1300000,1300000,Bournemouth,2022
Victor Kristiansen,25000,1300000,1300000,Leicester,2022
Tom Davies,25000,1300000,1300000,Everton,2022
Ruben Vinagre,25000,1300000,1300000,Everton,2022
Dwight McNeil,25000,1300000,1300000,Everton,2022
Demarai Gray,25000,1300000,1300000,Everton,2022
Nathan Ferguson,25000,1300000,1300000,Crystal Palace,2022
Loic Bade,25000,1300000,1300000,Nottingham Forest,2022
Mateusz Klich,25000,1300000,1300000,Leeds,2022
Luke Ayling,25000,1300000,1300000,Leeds,2022
Ryan Yates,25000,1300000,1300000,Nottingham Forest,2022
Robert Sanchez,25000,1300000,1300000,Brighton,2022
Jose Sa,25000,1300000,1300000,Wolverhampton,2022
Liam Cooper,25000,1300000,1300000,Leeds,2022
