Name,Weekly Salary,Base Salary,ADJ Salary,Team,year
Adama Diakhaby,30000,1560000,1743061,Huddersfield,2018
Alex Pritchard,30000,1560000,1743061,Huddersfield,2018
Danny Williams,30000,1560000,1743061,Huddersfield,2018
Joe Gomez,30000,1560000,1743061,Liverpool,2018
Andreas Pereira,30000,1560000,1743061,Manchester United,2018
Lee Grant,30000,1560000,1743061,Manchester United,2018
Christian Atsu,30000,1560000,1743061,Newcastle,2018
DeAndre Yedlin,30000,1560000,1743061,Newcastle,2018
Matt Ritchie,30000,1560000,1743061,Newcastle,2018
Ben Foster,30000,1560000,1743061,Watford,2018
Christian Kabasele,30000,1560000,1743061,Watford,2018
Jose Holebas,30000,1560000,1743061,Watford,2018
Will Hughes,30000,1560000,1743061,Watford,2018
Aaron Cresswell,30000,1560000,1743061,West Ham,2018
Edimilson Fernandes,30000,1560000,1743061,West Ham,2018
Ruben Vinagre,30000,1560000,1743061,Wolverhampton,2018
Bruno Ecuele Manga,29500,1534000,1714010,Cardiff,2018
Junior Hoilett,28000,1456000,1626857,Cardiff,2018
Jonas Lossl,28000,1456000,1626857,Huddersfield,2018
Stephen Ward,28000,1456000,1626857,Burnley,2018
Marco van Ginkel,28000,1456000,1626857,Chelsea,2018
Ivan Cavaleiro,28000,1456000,1626857,Wolverhampton,2018
Adam Masina,28000,1456000,1626857,Watford,2018
Ramadan Sobhi,27000,1404000,1568755,Huddersfield,2018
Philippe Sandler,25000,1300000,1452551,Manchester City,2018
Lys Mousset,25000,1300000,1452551,Bournemouth,2018
Martin Kelly,25000,1300000,1452551,Crystal Palace,2018
Junior Stanislas,25000,1300000,1452551,Bournemouth,2018
Markus Suttner,25000,1300000,1452551,Brighton,2018
Kenedy,25000,1300000,1452551,Chelsea,2018
Elias Kachunga,25000,1300000,1452551,Huddersfield,2018
Tim Ream,25000,1300000,1452551,Fulham,2018
Timothy Fosu-Mensah,25000,1300000,1452551,Manchester United,2018
Timothy Fosu-Mensah,25000,1300000,1452551,Fulham,2018
Kenedy,25000,1300000,1452551,Newcastle,2018
Matthew Lowton,25000,1300000,1452551,Burnley,2018
Jonny Otto,25000,1300000,1452551,Wolverhampton,2018
Bernardo,25000,1300000,1452551,Brighton,2018
Miguel Britos,25000,1300000,1452551,Watford,2018
Diogo Dalot,25000,1300000,1452551,Manchester United,2018
Tyrone Mings,25000,1300000,1452551,Bournemouth,2018
Julian Speroni,25000,1300000,1452551,Crystal Palace,2018
Sam Vokes,25000,1300000,1452551,Burnley,2018
Robert Elliot,25000,1300000,1452551,Newcastle,2018
Mason Holgate,25000,1300000,1452551,Everton,2018
Phil Bardsley,25000,1300000,1452551,Burnley,2018
Sean Morrison,25000,1300000,1452551,Cardiff,2018
Javier Manquillo,25000,1300000,1452551,Newcastle,2018
Christopher Schindler,25000,1300000,1452551,Huddersfield,2018
Tom Davies,25000,1300000,1452551,Everton,2018
Beram Kayal,25000,1300000,1452551,Brighton,2018
Dominic Solanke,25000,1300000,1452551,Bournemouth,2018
Josh Murphy,25000,1300000,1452551,Cardiff,2018
David Brooks,25000,1300000,1452551,Bournemouth,2018
Maxime Le Marchand,25000,1300000,1452551,Fulham,2018
Yves Bissouma,25000,1300000,1452551,Brighton,2018
Rob Holding,25000,1300000,1452551,Arsenal,2018
Charlie Taylor,25000,1300000,1452551,Burnley,2018
Jacob Murphy,25000,1300000,1452551,Newcastle,2018
Joe Ralls,24500,1274000,1423500,Cardiff,2018
Aron Gunnarsson,24000,1248000,1394449,Cardiff,2018
Craig Cathcart,23000,1196000,1336347,Watford,2018
Eldin Jakupovic,23000,1196000,1336347,Leicester,2018
Kevin Long,23000,1196000,1336347,Burnley,2018
Ademola Lookman,23000,1196000,1336347,Everton,2018
Marc Navarro,23000,1196000,1336347,Watford,2018
Florent Hadergjonaj,23000,1196000,1336347,Huddersfield,2018
Callum Paterson,22500,1170000,1307296,Cardiff,2018
Jonathan Hogg,22500,1170000,1307296,Huddersfield,2018
Lee Tomlin,22500,1170000,1307296,Cardiff,2018
Brendan Galloway,22500,1170000,1307296,Everton,2018
Isaac Hayden,22000,1144000,1278245,Newcastle,2018
Romain Saiss,22000,1144000,1278245,Wolverhampton,2018
Kevin McDonald,22000,1144000,1278245,Fulham,2018
Bakary Sako,21000,1092000,1220143,Crystal Palace,2018
Gaetan Bong,20192,1050000,1173214,Brighton,2018
Leandro Bacuna,20019,1041000,1163158,Cardiff,2018
Chris Lowe,20000,1040000,1162041,Huddersfield,2018
Danny Ward,20000,1040000,1162041,Leicester,2018
Reece Oxford,20000,1040000,1162041,West Ham,2018
Takuma Asano,20000,1040000,1162041,Arsenal,2018
Ryan Bennett,20000,1040000,1162041,Wolverhampton,2018
Danny Ward,20000,1040000,1162041,Cardiff,2018
Dominic Solanke,20000,1040000,1162041,Liverpool,2018
Cyrus Christie,20000,1040000,1162041,Fulham,2018
Emiliano Martinez,20000,1040000,1162041,Arsenal,2018
Daniel Amartey,20000,1040000,1162041,Leicester,2018
Scott McTominay,20000,1040000,1162041,Manchester United,2018
Kiko Femenia,20000,1040000,1162041,Watford,2018
Paulo Gazzaniga,20000,1040000,1162041,Tottenham,2018
Claudio Gomes,20000,1040000,1162041,Manchester City,2018
Marcus Rashford,20000,1040000,1162041,Manchester United,2018
Tommy Smith,20000,1040000,1162041,Huddersfield,2018
Lucas Piazon,20000,1040000,1162041,Chelsea,2018
Marvin Zeegelaar,20000,1040000,1162041,Watford,2018
Alexander Soerloth,20000,1040000,1162041,Crystal Palace,2018
Dominic Calvert-Lewin,20000,1040000,1162041,Everton,2018
Jan Bednarek,20000,1040000,1162041,Southampton,2018
Oleksandr Zinchenko,20000,1040000,1162041,Manchester City,2018
Juan Foyth,20000,1040000,1162041,Tottenham,2018
Ayoze Perez,20000,1040000,1162041,Newcastle,2018
Kyle Walker-Peters,20000,1040000,1162041,Tottenham,2018
Leo Bonatini,20000,1040000,1162041,Wolverhampton,2018
Joe Bennett,19500,1014000,1132990,Cardiff,2018
Neil Etheridge,19500,1014000,1132990,Cardiff,2018
Matthew Connolly,19000,988000,1103939,Cardiff,2018
Lee Peltier,19000,988000,1103939,Cardiff,2018
Greg Cunningham,19000,988000,1103939,Cardiff,2018
Nathaniel Mendez-Laing,18500,962000,1074888,Cardiff,2018
Leon Balogun,18096,941000,1051423,Brighton,2018
Josh Sims,18000,936000,1045837,Southampton,2018
Sam McQueen,18000,936000,1045837,Southampton,2018
Gary Madine,18000,936000,1045837,Cardiff,2018
Adalberto Penaranda,17962,934000,1043602,Watford,2018
Abdelhamid Sabiri,17500,910000,1016786,Huddersfield,2018
Rajiv van La Parra,17500,910000,1016786,Huddersfield,2018
Juninho Bacuna,17000,884000,987735,Huddersfield,2018
Kenneth Zohore,16500,858000,958684,Cardiff,2018
Victor Camarasa,16115,838000,936337,Cardiff,2018
David Button,16000,832000,929633,Brighton,2018
Collin Quaner,15712,817000,912872,Huddersfield,2018
Peter Crouch,15712,817000,912872,Burnley,2018
Jason Steele,15000,780000,871531,Brighton,2018
Fousseni Diabate,15000,780000,871531,Leicester,2018
Philip Billing,15000,780000,871531,Huddersfield,2018
Tom Cairney,15000,780000,871531,Fulham,2018
Jon Gorenc Stankovic,15000,780000,871531,Huddersfield,2018
Ryan Sessegnon,15000,780000,871531,Fulham,2018
Neeskens Kebano,15000,780000,871531,Fulham,2018
Emile Smith Rowe,15000,780000,871531,Arsenal,2018
Conor Coady,15000,780000,871531,Wolverhampton,2018
Reiss Nelson,15000,780000,871531,Arsenal,2018
Kieran Dowell,15000,780000,871531,Everton,2018
Jonjoe Kenny,15000,780000,871531,Everton,2018
Emerson Hyndman,15000,780000,871531,Bournemouth,2018
Jonny Williams,15000,780000,871531,Crystal Palace,2018
Aaron Wan-Bissaka,15000,780000,871531,Crystal Palace,2018
Ken Sema,15000,780000,871531,Watford,2018
Dan Burn,15000,780000,871531,Brighton,2018
Adrian Mariappa,15000,780000,871531,Watford,2018
Achraf Lazaar,15000,780000,871531,Newcastle,2018
Stuart O'Keefe,15000,780000,871531,Cardiff,2018
Karl Darlow,15000,780000,871531,Newcastle,2018
Sol Bamba,14000,728000,813429,Cardiff,2018
Jazz Richards,13000,676000,755327,Cardiff,2018
Aboubakar Kamara,12500,650000,726276,Fulham,2018
Ibrahima Cisse,12500,650000,726276,Fulham,2018
Karlan Grant,12192,634000,708398,Huddersfield,2018
Ben Hamer,12000,624000,697224,Huddersfield,2018
Kadeem Harris,12000,624000,697224,Cardiff,2018
Eric Garcia,12000,624000,697224,Manchester City,2018
Jamal Blackman,12000,624000,697224,Chelsea,2018
Ben Woodburn,12000,624000,697224,Liverpool,2018
Brian Murphy,10500,546000,610071,Cardiff,2018
Stefan Johansen,10000,520000,581020,Fulham,2018
Tahith Chong,10000,520000,581020,Manchester United,2018
Axel Tuanzebe,10000,520000,581020,Manchester United,2018
Harvey Barnes,10000,520000,581020,Leicester,2018
Matt Doherty,10000,520000,581020,Wolverhampton,2018
Bukayo Saka,10000,520000,581020,Arsenal,2018
Angel Gomes,10000,520000,581020,Manchester United,2018
Alexis Mac Allister,10000,520000,581020,Brighton,2018
Taylor Richards,10000,520000,581020,Manchester City,2018
Loic Damour,9500,494000,551969,Cardiff,2018
Isaac Mbenza,9288,483000,539679,Huddersfield,2018
Denis Odoi,8981,467000,521801,Fulham,2018
Daniel Grimshaw,8000,416000,464816,Manchester City,2018
Beni Baningime,8000,416000,464816,Everton,2018
Kortney Hause,8000,416000,464816,Wolverhampton,2018
Brahim Diaz,8000,416000,464816,Manchester City,2018
Domingos Quina,8000,416000,464816,Watford,2018
Floyd Ayite,8000,416000,464816,Fulham,2018
Jiang Guangtai,7500,390000,435765,Everton,2018
Anders Lindegaard,7500,390000,435765,Burnley,2018
Hamza Choudhury,7500,390000,435765,Leicester,2018
Ethan Ampadu,7500,390000,435765,Chelsea,2018
Rafa Mir,7000,364000,406714,Wolverhampton,2018
Konstantinos Mavropanos,7000,364000,406714,Arsenal,2018
Ben White,5000,260000,290510,Brighton,2018
Aaron Ramsdale,5000,260000,290510,Bournemouth,2018
Adam Legzdins,5000,260000,290510,Burnley,2018
Oliver Skipp,5000,260000,290510,Tottenham,2018
Luke Amos,5000,260000,290510,Tottenham,2018
Mark Travers,5000,260000,290510,Bournemouth,2018
Aleix Garcia,5000,260000,290510,Manchester City,2018
James Garner,5000,260000,290510,Manchester United,2018
Joe Willock,5000,260000,290510,Arsenal,2018
Ben Wilmot,5000,260000,290510,Watford,2018
Connor Randall,4000,208000,232408,Liverpool,2018
Joao Virginia,4000,208000,232408,Everton,2018
Eddie Nketiah,4000,208000,232408,Arsenal,2018
Ethan Ebanks-Landell,3000,156000,174306,Wolverhampton,2018
Freddie Woodman,3000,156000,174306,Newcastle,2018
Jack Simpson,3000,156000,174306,Bournemouth,2018
Rhys Healey,3000,156000,174306,Cardiff,2018
Will Norris,3000,156000,174306,Wolverhampton,2018
Joel Coleman,3000,156000,174306,Huddersfield,2018
Marcelo Djalo,3000,156000,174306,Fulham,2018
Ben Johnson,3000,156000,174306,West Ham,2018
Viktor Gyokeres,3000,156000,174306,Brighton,2018
Caoimhin Kelleher,3000,156000,174306,Liverpool,2018
Pontus Dahlberg,3000,156000,174306,Watford,2018
Callum Hudson-Odoi,2500,130000,145255,Chelsea,2018
Nathan Holland,2500,130000,145255,West Ham,2018
Julio Pleguezuelo,2500,130000,145255,Arsenal,2018
George McEachran,2500,130000,145255,Chelsea,2018
Sullay Kaikai,2500,130000,145255,Crystal Palace,2018
Marc Guehi,2500,130000,145255,Chelsea,2018
Marcin Bulka,2500,130000,145255,Chelsea,2018
Ryan Giles,2500,130000,145255,Wolverhampton,2018
Maximilian Kilman,2000,104000,116204,Wolverhampton,2018
Yan Valery,2000,104000,116204,Southampton,2018
Alfie Jones,2000,104000,116204,Southampton,2018
Callum Slattery,2000,104000,116204,Southampton,2018
Steven Sessegnon,2000,104000,116204,Fulham,2018
Kwasi Sibo,2000,104000,116204,Watford,2018
Grady Diangana,2000,104000,116204,West Ham,2018
Jordi Osei-Tutu,2000,104000,116204,Arsenal,2018
Dejan Iliev,2000,104000,116204,Arsenal,2018
Jamie Cumming,2000,104000,116204,Chelsea,2018
Conor Gallagher,1808,94000,105031,Chelsea,2018
Isaac Christie-Davies,1750,91000,101679,Liverpool,2018
Ryan Inniss,1500,78000,87153,Crystal Palace,2018
Luca de la Torre,1500,78000,87153,Fulham,2018
Morgan Gibbs-White,1500,78000,87153,Wolverhampton,2018
Sam Surridge,1500,78000,87153,Bournemouth,2018
Alfie Whiteman,1500,78000,87153,Tottenham,2018
Niall Ennis,1192,62000,69276,Wolverhampton,2018
Sean Longstaff,1000,52000,58102,Newcastle,2018
Demeaco Duhaney,1000,52000,58102,Huddersfield,2018
Cameron Humphreys,1000,52000,58102,Manchester City,2018
Sam Woods,1000,52000,58102,Crystal Palace,2018
Harry Lewis,1000,52000,58102,Southampton,2018
Dwight McNeil,1000,52000,58102,Burnley,2018
Will Collar,1000,52000,58102,Brighton,2018
Charlie Gilmour,1000,52000,58102,Arsenal,2018
Zech Medley,1000,52000,58102,Arsenal,2018
Connor Ronan,1000,52000,58102,Wolverhampton,2018
Matty Daly,1000,52000,58102,Huddersfield,2018
Tyreke Johnson,808,42000,46929,Southampton,2018
Marcus Barnes,808,42000,46929,Southampton,2018
Luke Dreher,808,42000,46929,Crystal Palace,2018
Jack Rose,798,41500,46370,Southampton,2018
Curtis Jones,769,40000,44694,Liverpool,2018
Rhian Brewster,769,40000,44694,Liverpool,2018
Rafael Camacho,769,40000,44694,Liverpool,2018
Giovanni McGregor,750,39000,43577,Crystal Palace,2018
Cameron Coxe,692,36000,40224,Cardiff,2018
Jayson Molumby,692,36000,40224,Brighton,2018
Michael Obafemi,596,31000,34638,Southampton,2018
Lloyd Humphries,596,31000,34638,Cardiff,2018
George Marsh,596,31000,34638,Tottenham,2018
Matt Butcher,596,31000,34638,Bournemouth,2018
Matt O'Riley,500,26000,29051,Fulham,2018
Ryan Schofield,500,26000,29051,Huddersfield,2018
Nnamdi Ofoborh,500,26000,29051,Bournemouth,2018
Josh Benson,500,26000,29051,Burnley,2018
Kyle Taylor,500,26000,29051,Bournemouth,2018
Conor Coventry,500,26000,29051,West Ham,2018
Max Sanders,500,26000,29051,Brighton,2018
Kayne Ramsay,500,26000,29051,Southampton,2018
Joe Tupper,500,26000,29051,Crystal Palace,2018
Nathan Harker,500,26000,29051,Newcastle,2018
Kelland Watts,404,21000,23464,Newcastle,2018
Felix Nmecha,400,20800,23241,Manchester City,2018
Mason Greenwood,400,20800,23241,Manchester United,2018
Lewis Cass,400,20800,23241,Newcastle,2018
Aaron Rowe,400,20800,23241,Huddersfield,2018
Cameron John,400,20800,23241,Wolverhampton,2018
Ki-Jana Hoever,400,20800,23241,Liverpool,2018
Tyreece John-Jules,400,20800,23241,Arsenal,2018
Eduardo dos Reis Carvalho,0,0,0,Chelsea,2018
Timothy Eyoma,0,0,0,Tottenham,2018
Kenneth Omeruo,0,0,0,Chelsea,2018
Leo Ostigard,0,0,0,Brighton,2018
Lewis Baker,0,0,0,Chelsea,2018
Joel Pereira,0,0,0,Manchester United,2018
James Wilson,0,0,0,Manchester United,2018
Mario Pasalic,0,0,0,Chelsea,2018
Cameron Borthwick-Jackson,0,0,0,Manchester United,2018
Matt Miazga,0,0,0,Chelsea,2018
Michael Hector,0,0,0,Chelsea,2018
Nathan,0,0,0,Chelsea,2018
Cucho Hernandez,0,0,0,Watford,2018
Daniel Bachmann,0,0,0,Watford,2018
Jan Mlakar,0,0,0,Brighton,2018
Dimitri Foulquier,0,0,0,Watford,2018
Dodi Lukebakio,0,0,0,Watford,2018
Ola Aina,0,0,0,Chelsea,2018
Robert Green,0,0,0,Chelsea,2018
Filip Stuparevic,0,0,0,Watford,2018
Tammy Abraham,0,0,0,Chelsea,2018
Tiemoue Bakayoko,0,0,0,Chelsea,2018
Christian Walton,0,0,0,Brighton,2018
Jerome Sinclair,0,0,0,Watford,2018
Jorge Segura,0,0,0,Watford,2018
Todd Kane,0,0,0,Chelsea,2018
Tomas Kalas,0,0,0,Chelsea,2018
Patrick Roberts,0,0,0,Manchester City,2018
Pablo Mari,0,0,0,Manchester City,2018
Mix Diskerud,0,0,0,Manchester City,2018
Marlos Moreno,0,0,0,Manchester City,2018
Luke Brattan,0,0,0,Manchester City,2018
Luke Bolton,0,0,0,Manchester City,2018
Obbi Oulare,0,0,0,Watford,2018
Luka Ilic,0,0,0,Manchester City,2018
Dion Henry,0,0,0,Crystal Palace,2018
Ben Barclay,0,0,0,Brighton,2018
Jason Lokilo,0,0,0,Crystal Palace,2018
Tommie Hoban,0,0,0,Watford,2018
Aaron Connolly,0,0,0,Brighton,2018
Jack Harrison,0,0,0,Manchester City,2018
Sylvain Deslandes,0,0,0,Wolverhampton,2018
Ian Poveda,0,0,0,Manchester City,2018
Erik Palmer-Brown,0,0,0,Manchester City,2018
Nya Kirby,0,0,0,Crystal Palace,2018
Douglas Luiz,0,0,0,Manchester City,2018
Ashley Williams,0,0,0,Everton,2018
Arijanet Muric,0,0,0,Manchester City,2018
Anthony Caceres,0,0,0,Manchester City,2018
Jack McKay,0,0,0,Cardiff,2018
Cuco Martina,0,0,0,Everton,2018
Joe Powell,0,0,0,West Ham,2018
Jordan Hugill,0,0,0,West Ham,2018
Josh Cullen,0,0,0,West Ham,2018
Connor Mahoney,0,0,0,Bournemouth,2018
Brad Smith,0,0,0,Bournemouth,2018
Alexandru Dobre,0,0,0,Bournemouth,2018
Henry Onyekuru,0,0,0,Everton,2018
Callum Elder,0,0,0,Leicester,2018
Moses Makasi,0,0,0,West Ham,2018
Sheyi Ojo,0,0,0,Liverpool,2018
Kevin Mirallas,0,0,0,Everton,2018
Luke Garbutt,0,0,0,Everton,2018
Matt Macey,0,0,0,Arsenal,2018
Sam Byram,0,0,0,West Ham,2018
Krystian Bielik,0,0,0,Arsenal,2018
Marko Grujic,0,0,0,Liverpool,2018
Xande Silva,0,0,0,West Ham,2018
Loris Karius,0,0,0,Liverpool,2018
Benny Ashley-Seal,0,0,0,Wolverhampton,2018
Bright Enobakhare,0,0,0,Wolverhampton,2018
Jack Payne,0,0,0,Huddersfield,2018
Kamil Grabara,0,0,0,Liverpool,2018
Elliot Watt,0,0,0,Wolverhampton,2018
Matthew Pennington,0,0,0,Everton,2018
Harry Burgoyne,0,0,0,Wolverhampton,2018
Phil Ofosu-Ayeh,0,0,0,Wolverhampton,2018
Muhamed Besic,0,0,0,Everton,2018
Jack Ruddy,0,0,0,Wolverhampton,2018
Harry Wilson,0,0,0,Liverpool,2018
Nikola Vlasic,0,0,0,Everton,2018
Sandro Ramirez,0,0,0,Everton,2018
Jordan Graham,0,0,0,Wolverhampton,2018
Shani Tarashaj,0,0,0,Everton,2018
Yannick Bolasie,0,0,0,Everton,2018
Harvey Elliott,0,0,0,Fulham,2018
Adam Bogdan,0,0,0,Liverpool,2018
Michal Zyro,0,0,0,Wolverhampton,2018
Ming-Yang Yang,0,0,0,Wolverhampton,2018
Rui Fonte,0,0,0,Fulham,2018
Pedro Goncalves,0,0,0,Wolverhampton,2018
Leonardo Ulloa,0,0,0,Leicester,2018
Thakgalo Leshabela,0,0,0,Leicester,2018
Josh Knight,0,0,0,Leicester,2018
Islam Slimani,0,0,0,Leicester,2018
Bartosz Kapustka,0,0,0,Leicester,2018
George Thomas,0,0,0,Leicester,2018
Jordy Clasie,0,0,0,Southampton,2018
Ciaron Brown,0,0,0,Cardiff,2018
Adrian Bernabe,0,0,0,Manchester City,2018
Jake Hesketh,0,0,0,Southampton,2018
Harrison Reed,0,0,0,Southampton,2018
Guido Carrillo,0,0,0,Southampton,2018
Rolando Aarons,0,0,0,Newcastle,2018
Sofiane Boufal,0,0,0,Southampton,2018
David Ospina,0,0,0,Arsenal,2018
Ntumba Massanka,0,0,0,Burnley,2018
Nahki Wells,0,0,0,Burnley,2018
Cameron Carter-Vickers,0,0,0,Tottenham,2018
Omar Bogle,0,0,0,Cardiff,2018
Jamie Sterry,0,0,0,Newcastle,2018
Filip Benkovic,0,0,0,Leicester,2018
Jack Colback,0,0,0,Newcastle,2018
Anthony Driscoll-Glennon,0,0,0,Burnley,2018
Henri Saivet,0,0,0,Newcastle,2018
Ali Koiki,0,0,0,Burnley,2018
Aiden O'Neill,0,0,0,Burnley,2018
Dwight Gayle,0,0,0,Newcastle,2018
Abdul Rahman Baba,0,0,0,Chelsea,2018
Davide Lorenzo,0,0,0,Leicester,2018
Roderick Miranda,0,0,0,Wolverhampton,2018
Josh Onomah,0,0,0,Tottenham,2018
Callum Roberts,0,0,0,Newcastle,2018
Kazaiah Sterling,0,0,0,Tottenham,2018
Tudor Baluta,0,0,0,Brighton,2018
Charly Musonda,0,0,0,Chelsea,2018
Tomer Hemed,0,0,0,Brighton,2018
Danilo Pantic,0,0,0,Chelsea,2018
Robert Sanchez,0,0,0,Brighton,2018
Richie Towell,0,0,0,Brighton,2018
Percy Tau,0,0,0,Brighton,2018
David de Gea,375000,19500000,21574786,Manchester United,2019
Mesut Ozil,350000,18200000,20136467,Arsenal,2019
Kevin De Bruyne,350000,18200000,20136467,Manchester City,2019
Raheem Sterling,300000,15600000,17259829,Manchester City,2019
N'Golo Kante,290000,15080000,16684501,Chelsea,2019
Paul Pogba,290000,15080000,16684501,Manchester United,2019
Anthony Martial,250000,13000000,14383190,Manchester United,2019
Pierre-Emerick Aubameyang,250000,13000000,14383190,Arsenal,2019
Sergio Aguero,230192,11970000,13243599,Manchester City,2019
David Silva,220000,11440000,12657208,Manchester City,2019
Tanguy Ndombele,200000,10400000,11506552,Tottenham,2019
Marcus Rashford,200000,10400000,11506552,Manchester United,2019
Mohamed Salah,200000,10400000,11506552,Liverpool,2019
Harry Kane,200000,10400000,11506552,Tottenham,2019
Harry Maguire,190000,9880000,10931225,Manchester United,2019
Alexandre Lacazette,182115,9470000,10477601,Arsenal,2019
Virgil van Dijk,180000,9360000,10355897,Liverpool,2019
Roberto Firmino,180000,9360000,10355897,Liverpool,2019
Bruno Fernandes,180000,9360000,10355897,Manchester United,2019
Juan Mata,160000,8320000,9205242,Manchester United,2019
Kyle Walker,160000,8320000,9205242,Manchester City,2019
Kepa,150000,7800000,8629914,Chelsea,2019
Cesar Azpilicueta,150000,7800000,8629914,Chelsea,2019
Luke Shaw,150000,7800000,8629914,Manchester United,2019
Christian Pulisic,150000,7800000,8629914,Chelsea,2019
Fernandinho,150000,7800000,8629914,Manchester City,2019
Bernardo Silva,150000,7800000,8629914,Manchester City,2019
James Milner,140000,7280000,8054587,Liverpool,2019
Ilkay Gundogan,140000,7280000,8054587,Manchester City,2019
Son Heung-Min,140000,7280000,8054587,Tottenham,2019
Jamie Vardy,140000,7280000,8054587,Leicester,2019
Willian,138462,7200000,7966075,Chelsea,2019
Wilfried Zaha,130000,6760000,7479259,Crystal Palace,2019
Kasper Schmeichel,130000,6760000,7479259,Leicester,2019
Max Meyer,125000,6500000,7191595,Crystal Palace,2019
Rodri,121154,6300000,6970315,Manchester City,2019
Naby Keita,120000,6240000,6903931,Liverpool,2019
Bernard,120000,6240000,6903931,Everton,2019
Alex Oxlade Chamberlain,120000,6240000,6903931,Liverpool,2019
Yerry Mina,120000,6240000,6903931,Everton,2019
Dani Ceballos,120000,6240000,6903931,Arsenal,2019
Christian Benteke,120000,6240000,6903931,Crystal Palace,2019
Ruben Loftus-Cheek,120000,6240000,6903931,Chelsea,2019
Victor Lindelof,120000,6240000,6903931,Manchester United,2019
Ashley Young,120000,6240000,6903931,Manchester United,2019
Nicolas Otamendi,120000,6240000,6903931,Manchester City,2019
Fred,120000,6240000,6903931,Manchester United,2019
Nemanja Matic,120000,6240000,6903931,Manchester United,2019
Riyad Mahrez,120000,6240000,6903931,Manchester City,2019
Alex Iwobi,120000,6240000,6903931,Everton,2019
Callum Hudson-Odoi,120000,6240000,6903931,Chelsea,2019
Aymeric Laporte,120000,6240000,6903931,Manchester City,2019
Claudio Bravo,115000,5980000,6616268,Manchester City,2019
Andrii Yarmolenko,115000,5980000,6616268,West Ham,2019
Andre Gomes,112308,5840000,6461372,Everton,2019
Jorginho,110000,5720000,6328604,Chelsea,2019
Hector Bellerin,110000,5720000,6328604,Arsenal,2019
Olivier Giroud,110000,5720000,6328604,Chelsea,2019
Marcos Rojo,110000,5720000,6328604,Manchester United,2019
Adam Lallana,110000,5720000,6328604,Liverpool,2019
David Luiz,100962,5250000,5808596,Arsenal,2019
Sadio Mane,100000,5200000,5753276,Liverpool,2019
Bernd Leno,100000,5200000,5753276,Arsenal,2019
Rui Patricio,100000,5200000,5753276,Wolverhampton,2019
Joao Moutinho,100000,5200000,5753276,Wolverhampton,2019
Granit Xhaka,100000,5200000,5753276,Arsenal,2019
Jack Wilshere,100000,5200000,5753276,West Ham,2019
Nicolas Pepe,100000,5200000,5753276,Arsenal,2019
Sead Kolasinac,100000,5200000,5753276,Arsenal,2019
Jan Vertonghen,100000,5200000,5753276,Tottenham,2019
Hugo Lloris,100000,5200000,5753276,Tottenham,2019
Dele Alli,100000,5200000,5753276,Tottenham,2019
John Stones,100000,5200000,5753276,Manchester City,2019
Jordan Henderson,100000,5200000,5753276,Liverpool,2019
Joel Matip,100000,5200000,5753276,Liverpool,2019
Fabinho,100000,5200000,5753276,Liverpool,2019
Dejan Lovren,100000,5200000,5753276,Liverpool,2019
Theo Walcott,100000,5200000,5753276,Everton,2019
Morgan Schneiderlin,100000,5200000,5753276,Everton,2019
Jordan Pickford,100000,5200000,5753276,Everton,2019
Gylfi Sigurdsson,100000,5200000,5753276,Everton,2019
Dominic Calvert-Lewin,100000,5200000,5753276,Everton,2019
Mamadou Sakho,100000,5200000,5753276,Crystal Palace,2019
Reece James,100000,5200000,5753276,Chelsea,2019
Mateo Kovacic,100000,5200000,5753276,Chelsea,2019
Antonio Rudiger,100000,5200000,5753276,Chelsea,2019
Marcos Alonso,100000,5200000,5753276,Chelsea,2019
Odion Ighalo,99038,5150000,5697956,Manchester United,2019
Ross Barkley,96154,5000000,5531996,Chelsea,2019
Leroy Sane,95000,4940000,5465612,Manchester City,2019
Pepe Reina,95000,4940000,5465612,Aston Villa,2019
Sokratis,91923,4780000,5288588,Arsenal,2019
Benjamin Mendy,90000,4680000,5177949,Manchester City,2019
Alisson Becker,90000,4680000,5177949,Liverpool,2019
Lucas Digne,90000,4680000,5177949,Everton,2019
Richarlison,90000,4680000,5177949,Everton,2019
Gabriel Jesus,90000,4680000,5177949,Manchester City,2019
Lucas Moura,90000,4680000,5177949,Tottenham,2019
Aaron Wan-Bissaka,90000,4680000,5177949,Manchester United,2019
Shkodran Mustafi,90000,4680000,5177949,Arsenal,2019
Michy Batshuayi,90000,4680000,5177949,Chelsea,2019
Tudor Baluta,89808,4670000,5166885,Brighton,2019
Pablo Mari,85000,4420000,4890285,Arsenal,2019
Felipe Anderson,85000,4420000,4890285,West Ham,2019
Joelinton,85000,4420000,4890285,Newcastle,2019
Nabil Bentaleb,85000,4420000,4890285,Newcastle,2019
Mason Mount,80000,4160000,4602621,Chelsea,2019
Xherdan Shaqiri,80000,4160000,4602621,Liverpool,2019
Erik Lamela,80000,4160000,4602621,Tottenham,2019
Moussa Sissoko,80000,4160000,4602621,Tottenham,2019
Toby Alderweireld,80000,4160000,4602621,Tottenham,2019
Andreas Christensen,80000,4160000,4602621,Chelsea,2019
Fabian Delph,80000,4160000,4602621,Everton,2019
Eric Bailly,80000,4160000,4602621,Manchester United,2019
Joao Cancelo,80000,4160000,4602621,Manchester City,2019
Joe Gomez,75000,3900000,4314957,Liverpool,2019
Sebastien Haller,75000,3900000,4314957,West Ham,2019
Jesse Lingard,75000,3900000,4314957,Manchester United,2019
