No,Name,Team,Apps,Min,G,NPG,A,xG,NPxG,xA,xGChain,xGBuildup,xG90,NPxG90,xA90,xG90+xA90,NPxG90+xA90,xGChain90,xGBuildup90,year
7078,Sean Longstaff,Newcastle United,23,1354,1,1,1,1.18,1.18,0.93,2.81,2.14,0.08,0.08,0.06,0.14,0.14,0.19,0.14,2019
7152,Bjorn Engels,Aston Villa,17,1447,1,1,0,0.78,0.78,0.14,3.8,3.75,0.05,0.05,0.01,0.06,0.06,0.24,0.23,2019
7322,Bukayo Saka,Arsenal,26,1769,1,1,5,1.14,1.14,3.68,7.81,5.02,0.06,0.06,0.19,0.25,0.25,0.4,0.26,2019
7384,Chris Mepham,Bournemouth,12,909,1,1,0,1.05,1.05,0.08,0.94,0.75,0.1,0.1,0.01,0.11,0.11,0.09,0.07,2019
7691,Jamal Lewis,Norwich,28,2311,1,1,0,0.35,0.35,1.01,4.07,2.89,0.01,0.01,0.04,0.05,0.05,0.16,0.11,2019
7693,Kenny McLean,Norwich,37,2955,1,1,1,1.21,1.21,2.62,8.08,6.27,0.04,0.04,0.08,0.12,0.12,0.25,0.19,2019
7697,Onel Hernandez,Norwich,26,1377,1,1,2,1.91,1.91,0.92,3.51,0.9,0.12,0.12,0.06,0.18,0.18,0.23,0.06,2019
7710,Oliver Norwood,Sheffield United,38,3119,1,0,1,1.34,0.58,3.88,9.95,9.05,0.04,0.02,0.11,0.15,0.13,0.29,0.26,2019
7726,Ezri Konsa,Aston Villa,25,2054,1,1,2,1.67,1.67,0.89,2.95,2.55,0.07,0.07,0.04,0.11,0.11,0.13,0.11,2019
7822,Dennis Srbeny,Norwich,8,29,1,1,0,0.48,0.48,0.0,0.43,0.0,1.5,1.5,0.0,1.5,1.5,1.35,0.0,2019
8075,Brandon Williams,Manchester United,17,1005,1,1,0,1.0,1.0,0.67,5.71,4.35,0.09,0.09,0.06,0.15,0.15,0.51,0.39,2019
8089,Kieran Tierney,Arsenal,15,996,1,1,1,0.23,0.23,0.75,2.88,2.31,0.02,0.02,0.07,0.09,0.09,0.26,0.21,2019
8285,Sander Berge,Sheffield United,14,957,1,1,1,0.6,0.6,0.71,2.36,1.21,0.06,0.06,0.07,0.12,0.12,0.22,0.11,2019
8287,Mbwana Samatta,Aston Villa,14,962,1,1,0,2.53,2.53,0.31,3.42,1.35,0.24,0.24,0.03,0.27,0.27,0.32,0.13,2019
8291,Daniel Podence,Wolverhampton Wanderers,9,284,1,1,0,1.36,1.36,0.77,2.38,0.6,0.43,0.43,0.24,0.68,0.68,0.76,0.19,2019
47,Yoshinori Muto,Newcastle United,8,193,0,0,0,0.08,0.08,0.01,0.21,0.11,0.04,0.04,0.01,0.05,0.05,0.1,0.05,2019
62,Lukas Rupp,Norwich,12,701,0,0,0,0.86,0.86,0.78,2.55,0.92,0.11,0.11,0.1,0.21,0.21,0.33,0.12,2019
162,Timm Klose,Norwich,7,591,0,0,0,0.24,0.24,0.0,0.47,0.47,0.04,0.04,0.0,0.04,0.04,0.07,0.07,2019
181,Bernd Leno,Arsenal,30,2649,0,0,0,0.0,0.0,0.0,4.04,4.04,0.0,0.0,0.0,0.0,0.0,0.14,0.14,2019
200,Andreas Christensen,Chelsea,21,1758,0,0,0,0.61,0.61,0.85,6.6,6.25,0.03,0.03,0.04,0.08,0.08,0.34,0.32,2019
250,Oerjan Nyland,Aston Villa,7,536,0,0,0,0.0,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.03,0.03,2019
317,Henrikh Mkhitaryan,Arsenal,3,109,0,0,0,0.43,0.43,0.27,0.87,0.29,0.35,0.35,0.23,0.58,0.58,0.72,0.24,2019
330,Ralf Fahrmann,Norwich,1,21,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
337,Leroy Sane,Manchester City,1,6,0,0,0,0.1,0.1,0.0,0.17,0.12,1.47,1.47,0.0,1.47,1.47,2.58,1.82,2019
338,Max Meyer,Crystal Palace,17,641,0,0,0,0.46,0.46,0.2,0.86,0.38,0.06,0.06,0.03,0.09,0.09,0.12,0.05,2019
342,Sead Kolasinac,Arsenal,26,1687,0,0,2,0.25,0.25,1.33,8.03,7.04,0.01,0.01,0.07,0.08,0.08,0.43,0.38,2019
343,Pierre-Emile Hoejbjerg,Southampton,33,2740,0,0,1,3.18,3.18,1.86,11.66,8.35,0.1,0.1,0.06,0.17,0.17,0.38,0.27,2019
456,Simon Francis,Bournemouth,15,956,0,0,0,0.15,0.15,0.42,1.76,1.68,0.01,0.01,0.04,0.05,0.05,0.17,0.16,2019
459,Charlie Daniels,Bournemouth,2,126,0,0,0,0.0,0.0,0.14,0.49,0.42,0.0,0.0,0.1,0.1,0.1,0.35,0.3,2019
460,Andrew Surman,Bournemouth,5,230,0,0,0,0.03,0.03,0.05,0.94,0.89,0.01,0.01,0.02,0.03,0.03,0.37,0.35,2019
481,Jordon Ibe,Bournemouth,2,39,0,0,0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.05,0.05,2019
485,Mamadou Sakho,Crystal Palace,14,928,0,0,0,0.0,0.0,0.03,1.74,1.71,0.0,0.0,0.0,0.0,0.0,0.17,0.17,2019
495,Nacho Monreal,Arsenal,3,270,0,0,0,0.04,0.04,0.46,0.67,0.58,0.01,0.01,0.15,0.17,0.17,0.22,0.19,2019
509,Wayne Hennessey,Crystal Palace,3,270,0,0,0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.04,0.04,2019
510,Joel Ward,Crystal Palace,29,2383,0,0,0,0.2,0.2,0.25,2.55,2.21,0.01,0.01,0.01,0.02,0.02,0.1,0.08,2019
512,Scott Dann,Crystal Palace,16,1263,0,0,1,0.47,0.47,0.36,1.34,1.24,0.03,0.03,0.03,0.06,0.06,0.1,0.09,2019
524,Adrian Mariappa,Watford,20,1503,0,0,0,0.17,0.17,0.25,2.85,2.56,0.01,0.01,0.01,0.02,0.02,0.17,0.15,2019
525,Martin Kelly,Crystal Palace,19,1554,0,0,1,0.06,0.06,0.83,2.38,2.18,0.0,0.0,0.05,0.05,0.05,0.14,0.13,2019
527,Adrian,Liverpool,11,873,0,0,0,0.0,0.0,0.0,2.57,2.57,0.0,0.0,0.0,0.0,0.0,0.27,0.27,2019
535,Manuel Lanzini,West Ham,24,1372,0,0,2,2.14,2.14,2.08,5.77,3.43,0.14,0.14,0.14,0.28,0.28,0.38,0.23,2019
537,Andy Carroll,Newcastle United,19,582,0,0,4,1.49,1.49,0.91,2.19,1.05,0.23,0.23,0.14,0.37,0.37,0.34,0.16,2019
540,Darren Randolph,West Ham,2,180,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
546,David de Gea,Manchester United,38,3420,0,0,0,0.0,0.0,0.0,4.7,4.7,0.0,0.0,0.0,0.0,0.0,0.12,0.12,2019
549,Timothy Fosu-Mensah,Manchester United,3,139,0,0,0,0.09,0.09,0.13,0.6,0.48,0.06,0.06,0.08,0.14,0.14,0.39,0.31,2019
550,Marcos Rojo,Manchester United,3,119,0,0,0,0.13,0.13,0.0,0.03,0.03,0.1,0.1,0.0,0.1,0.1,0.02,0.02,2019
551,Morgan Schneiderlin,Everton,15,1014,0,0,0,0.34,0.34,0.13,3.29,3.03,0.03,0.03,0.01,0.04,0.04,0.29,0.27,2019
554,Juan Mata,Manchester United,19,740,0,0,2,1.22,1.22,2.1,4.75,3.06,0.15,0.15,0.26,0.4,0.4,0.58,0.37,2019
566,Sebastian Prodl,Watford,1,57,0,0,0,0.06,0.06,0.0,0.0,0.0,0.09,0.09,0.0,0.09,0.09,0.0,0.0,2019
568,Jose Holebas,Watford,14,1019,0,0,0,0.24,0.24,0.54,2.61,2.24,0.02,0.02,0.05,0.07,0.07,0.23,0.2,2019
572,Etienne Capoue,Watford,30,2643,0,0,3,0.64,0.64,2.54,8.07,6.26,0.02,0.02,0.09,0.11,0.11,0.27,0.21,2019
573,Odion Ighalo,Manchester United,11,69,0,0,0,2.46,2.46,0.09,2.62,0.08,3.2,3.2,0.11,3.32,3.32,3.42,0.1,2019
581,Craig Cathcart,Watford,29,2490,0,0,0,0.19,0.19,0.08,2.23,2.2,0.01,0.01,0.0,0.01,0.01,0.08,0.08,2019
585,Seamus Coleman,Everton,27,1847,0,0,1,0.85,0.85,1.52,6.01,4.16,0.04,0.04,0.07,0.12,0.12,0.29,0.2,2019
586,John Stones,Manchester City,16,1114,0,0,0,0.55,0.55,0.06,6.49,6.47,0.04,0.04,0.0,0.05,0.05,0.52,0.52,2019
587,Phil Jagielka,Sheffield United,6,233,0,0,0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.04,0.04,2019
588,Leighton Baines,Everton,8,399,0,0,0,0.04,0.04,0.76,1.68,1.68,0.01,0.01,0.17,0.18,0.18,0.38,0.38,2019
589,James McCarthy,Crystal Palace,33,1641,0,0,0,0.42,0.42,1.4,3.68,2.97,0.02,0.02,0.08,0.1,0.1,0.2,0.16,2019
593,Aaron Lennon,Burnley,16,466,0,0,0,0.02,0.02,0.16,0.29,0.11,0.0,0.0,0.03,0.04,0.04,0.06,0.02,2019
599,Oumar Niasse,Everton,3,17,0,0,0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.17,0.17,2019
602,Dejan Lovren,Liverpool,10,774,0,0,1,0.2,0.2,0.3,3.09,3.09,0.02,0.02,0.04,0.06,0.06,0.36,0.36,2019
610,Pablo Zabaleta,West Ham,10,585,0,0,0,0.0,0.0,0.6,2.18,2.18,0.0,0.0,0.09,0.09,0.09,0.33,0.33,2019
614,Fernandinho,Manchester City,30,2401,0,0,1,0.76,0.76,0.45,16.46,16.19,0.03,0.03,0.02,0.05,0.05,0.62,0.61,2019
624,Willy Caballero,Chelsea,5,450,0,0,0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.03,0.03,2019
631,Ashley Young,Manchester United,12,956,0,0,0,0.08,0.08,1.67,3.16,2.88,0.01,0.01,0.16,0.16,0.16,0.3,0.27,2019
633,James McArthur,Crystal Palace,37,3145,0,0,3,1.81,1.81,3.0,7.99,4.76,0.05,0.05,0.09,0.14,0.14,0.23,0.14,2019
635,Alex McCarthy,Southampton,28,2520,0,0,0,0.0,0.0,0.02,3.15,3.13,0.0,0.0,0.0,0.0,0.0,0.11,0.11,2019
637,Hugo Lloris,Tottenham,21,1808,0,0,0,0.0,0.0,0.0,0.61,0.61,0.0,0.0,0.0,0.0,0.0,0.03,0.03,2019
641,Danny Rose,Newcastle United,23,1766,0,0,0,0.09,0.09,0.88,2.99,2.68,0.0,0.0,0.04,0.05,0.05,0.15,0.14,2019
643,Eric Dier,Tottenham,19,1339,0,0,2,1.03,1.03,0.28,5.15,4.25,0.07,0.07,0.02,0.09,0.09,0.35,0.29,2019
660,Ben Davies,Tottenham,18,1434,0,0,0,0.22,0.22,0.96,4.07,3.52,0.01,0.01,0.06,0.07,0.07,0.26,0.22,2019
667,Carlos Sanchez,West Ham,6,107,0,0,0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.21,0.21,2019
688,Ruben Loftus-Cheek,Chelsea,7,195,0,0,1,0.54,0.54,0.52,1.62,0.55,0.25,0.25,0.24,0.49,0.49,0.75,0.25,2019
697,Nemanja Matic,Manchester United,21,1586,0,0,2,0.23,0.23,0.89,9.28,8.35,0.01,0.01,0.05,0.06,0.06,0.53,0.47,2019
699,Gary Cahill,Crystal Palace,25,2167,0,0,1,1.61,1.61,0.43,1.81,1.75,0.07,0.07,0.02,0.08,0.08,0.08,0.07,2019
706,Lukasz Fabianski,West Ham,25,2117,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,2019
710,Neil Taylor,Aston Villa,14,1085,0,0,0,0.13,0.13,0.47,2.89,2.39,0.01,0.01,0.04,0.05,0.05,0.24,0.2,2019
712,Jack Cork,Burnley,30,2627,0,0,0,1.35,1.35,1.17,6.31,4.83,0.05,0.05,0.04,0.09,0.09,0.22,0.17,2019
723,Ki Sung-Yueng,Newcastle United,3,137,0,0,0,0.0,0.0,0.06,0.04,0.0,0.0,0.0,0.04,0.04,0.04,0.03,0.0,2019
733,Jack Rodwell,Sheffield United,1,13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
741,Jordan Pickford,Everton,38,3420,0,0,0,0.0,0.0,0.04,3.22,3.22,0.0,0.0,0.0,0.0,0.0,0.08,0.08,2019
745,Kasper Schmeichel,Leicester,38,3420,0,0,0,0.02,0.02,0.36,3.88,3.52,0.0,0.0,0.01,0.01,0.01,0.1,0.09,2019
748,Wes Morgan,Leicester,11,418,0,0,0,0.6,0.6,0.0,1.2,0.75,0.13,0.13,0.0,0.13,0.13,0.26,0.16,2019
749,Christian Fuchs,Leicester,11,760,0,0,0,0.18,0.18,0.1,4.19,4.12,0.02,0.02,0.01,0.03,0.03,0.5,0.49,2019
752,Danny Drinkwater,Aston Villa,5,331,0,0,0,0.1,0.1,0.04,0.84,0.74,0.03,0.03,0.01,0.04,0.04,0.23,0.2,2019
753,Marc Albrighton,Leicester,20,860,0,0,3,0.45,0.45,2.29,4.42,2.38,0.05,0.05,0.24,0.29,0.29,0.46,0.25,2019
764,Daryl Janmaat,Watford,8,611,0,0,1,0.33,0.33,0.4,1.8,1.27,0.05,0.05,0.06,0.11,0.11,0.27,0.19,2019
787,Ryan Bennett,Leicester,16,941,0,0,0,0.02,0.02,0.09,2.27,2.18,0.0,0.0,0.01,0.01,0.01,0.22,0.21,2019
803,Ben Foster,Watford,38,3420,0,0,0,0.35,0.35,0.04,1.58,1.54,0.01,0.01,0.0,0.01,0.01,0.04,0.04,2019
825,Adam Smith,Bournemouth,24,2078,0,0,1,0.69,0.69,1.27,5.35,4.6,0.03,0.03,0.06,0.09,0.09,0.23,0.2,2019
836,Victor Wanyama,Tottenham,2,21,0,0,0,0.0,0.0,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.55,0.55,2019
842,Oriol Romeu,Southampton,30,1865,0,0,0,0.2,0.2,1.72,4.21,3.24,0.01,0.01,0.08,0.09,0.09,0.2,0.16,2019
845,Maya Yoshida,Southampton,8,555,0,0,0,0.94,0.94,0.07,0.67,0.59,0.15,0.15,0.01,0.16,0.16,0.11,0.1,2019
853,Paul Dummett,Newcastle United,16,1229,0,0,0,0.02,0.02,0.2,1.7,1.57,0.0,0.0,0.01,0.02,0.02,0.12,0.12,2019
857,Phil Bardsley,Burnley,21,1890,0,0,1,0.29,0.29,1.58,3.42,1.85,0.01,0.01,0.08,0.09,0.09,0.16,0.09,2019
876,Fabian Delph,Everton,16,1194,0,0,0,0.05,0.05,0.48,5.09,4.88,0.0,0.0,0.04,0.04,0.04,0.38,0.37,2019
885,Kyle Walker-Peters,Southampton,13,946,0,0,0,0.12,0.12,0.75,2.34,1.65,0.01,0.01,0.07,0.08,0.08,0.22,0.16,2019
887,Erik Pieters,Burnley,24,1880,0,0,4,0.45,0.45,2.7,5.0,2.33,0.02,0.02,0.13,0.15,0.15,0.24,0.11,2019
902,Sam Byram,Norwich,17,1292,0,0,0,2.19,2.19,0.36,2.7,1.79,0.15,0.15,0.03,0.18,0.18,0.19,0.12,2019
908,Muhamed Besic,Sheffield United,9,236,0,0,0,0.15,0.15,0.09,1.2,0.98,0.06,0.06,0.03,0.09,0.09,0.46,0.38,2019
914,Nabil Bentaleb,Newcastle United,12,750,0,0,0,0.06,0.06,0.2,1.95,1.76,0.01,0.01,0.02,0.03,0.03,0.23,0.21,2019
925,Patrick Roberts,Norwich,3,19,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
934,Axel Tuanzebe,Manchester United,5,186,0,0,0,0.0,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.08,0.08,2019
935,Kurt Zouma,Chelsea,28,2340,0,0,0,1.47,1.47,0.12,9.4,9.39,0.06,0.06,0.0,0.06,0.06,0.36,0.36,2019
951,Phil Jones,Manchester United,2,137,0,0,0,0.11,0.11,0.0,0.35,0.35,0.08,0.08,0.0,0.08,0.08,0.23,0.23,2019
971,Harry Winks,Tottenham,31,2236,0,0,0,0.39,0.39,0.9,8.0,7.14,0.02,0.02,0.04,0.05,0.05,0.32,0.29,2019
973,Paulo Gazzaniga,Tottenham,18,1612,0,0,0,0.0,0.0,0.4,2.3,1.9,0.0,0.0,0.02,0.02,0.02,0.13,0.11,2019
982,Tim Krul,Norwich,36,3240,0,0,0,0.0,0.0,0.0,3.52,3.52,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2019
985,Mason Holgate,Everton,27,2047,0,0,3,1.41,1.41,1.12,6.36,5.71,0.06,0.06,0.05,0.11,0.11,0.28,0.25,2019
987,Joe Gomez,Liverpool,28,1996,0,0,0,0.02,0.02,0.16,8.47,8.3,0.0,0.0,0.01,0.01,0.01,0.38,0.37,2019
1006,Luke Shaw,Manchester United,24,1735,0,0,0,0.72,0.72,1.38,7.26,6.28,0.04,0.04,0.07,0.11,0.11,0.38,0.33,2019
1036,Jack Wilshere,West Ham,8,197,0,0,0,0.0,0.0,0.0,0.51,0.51,0.0,0.0,0.0,0.0,0.0,0.23,0.23,2019
1040,Angelino,Manchester City,6,417,0,0,0,0.21,0.21,1.92,2.76,2.37,0.05,0.05,0.42,0.46,0.46,0.6,0.51,2019
1053,Keinan Davis,Aston Villa,18,514,0,0,0,1.99,1.99,0.18,2.64,1.31,0.35,0.35,0.03,0.38,0.38,0.46,0.23,2019
1217,Moritz Leitner,Norwich,9,689,0,0,0,0.22,0.22,0.36,4.28,3.83,0.03,0.03,0.05,0.08,0.08,0.56,0.5,2019
1245,Emerson,Chelsea,15,1019,0,0,0,1.1,1.1,1.69,6.99,5.52,0.1,0.1,0.15,0.25,0.25,0.62,0.49,2019
1257,Alisson Becker,Liverpool,29,2545,0,0,1,0.0,0.0,0.26,6.83,6.57,0.0,0.0,0.01,0.01,0.01,0.24,0.23,2019
1374,Pepe Reina,Aston Villa,12,1080,0,0,0,0.0,0.0,0.04,1.71,1.71,0.0,0.0,0.0,0.0,0.0,0.14,0.14,2019
1545,Emil Krafth,Newcastle United,17,1024,0,0,1,0.35,0.35,0.7,1.8,0.74,0.03,0.03,0.06,0.09,0.09,0.16,0.07,2019
1651,Tom Heaton,Aston Villa,20,1797,0,0,0,0.0,0.0,0.0,2.1,2.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2019
1652,Matthew Lowton,Burnley,17,1530,0,0,1,0.01,0.01,1.27,3.16,2.13,0.0,0.0,0.07,0.08,0.08,0.19,0.13,2019
1677,Nathaniel Chalobah,Watford,22,915,0,0,1,0.5,0.5,1.62,2.4,1.41,0.05,0.05,0.16,0.21,0.21,0.24,0.14,2019
1699,Shkodran Mustafi,Arsenal,15,1208,0,0,1,0.57,0.57,0.58,4.5,3.97,0.04,0.04,0.04,0.09,0.09,0.34,0.3,2019
1701,Borja Baston,Aston Villa,2,9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
1719,Javier Manquillo,Newcastle United,21,1598,0,0,1,0.04,0.04,0.26,3.06,2.84,0.0,0.0,0.01,0.02,0.02,0.17,0.16,2019
1724,Isaac Success,Watford,5,54,0,0,0,0.09,0.09,0.05,0.19,0.04,0.16,0.16,0.09,0.25,0.25,0.32,0.07,2019
1725,Christian Kabasele,Watford,27,2261,0,0,2,0.83,0.83,0.64,2.3,2.28,0.03,0.03,0.03,0.06,0.06,0.09,0.09,2019
1729,Georges-Kevin Nkoudou,Tottenham,1,1,0,0,0,0.06,0.06,0.0,0.06,0.0,5.07,5.07,0.0,5.07,5.07,5.07,0.0,2019
1731,Claudio Bravo,Manchester City,4,347,0,0,0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.18,0.18,2019
1734,Sofiane Boufal,Southampton,20,746,0,0,2,1.01,1.01,2.7,6.15,3.55,0.12,0.12,0.33,0.45,0.45,0.74,0.43,2019
1739,Eric Bailly,Manchester United,4,142,0,0,0,0.0,0.0,0.0,0.52,0.52,0.0,0.0,0.0,0.0,0.0,0.33,0.33,2019
1747,Kevin Long,Burnley,8,560,0,0,0,0.11,0.11,0.0,0.85,0.76,0.02,0.02,0.0,0.02,0.02,0.14,0.12,2019
1749,Rob Holding,Arsenal,8,576,0,0,0,0.11,0.11,0.0,0.44,0.44,0.02,0.02,0.0,0.02,0.02,0.07,0.07,2019
1750,Ainsley Maitland-Niles,Arsenal,20,1372,0,0,2,0.51,0.51,1.65,5.16,3.57,0.03,0.03,0.11,0.14,0.14,0.34,0.23,2019
1760,Arthur Masuaku,West Ham,17,925,0,0,1,0.1,0.1,1.25,3.07,2.87,0.01,0.01,0.12,0.13,0.13,0.3,0.28,2019
1785,Nampalys Mendy,Leicester,7,295,0,0,0,0.01,0.01,0.09,1.88,1.79,0.0,0.0,0.03,0.03,0.03,0.57,0.55,2019
1789,Lewis Cook,Bournemouth,27,1331,0,0,0,0.25,0.25,0.55,3.17,2.71,0.02,0.02,0.04,0.05,0.05,0.21,0.18,2019
1823,Lucas Digne,Everton,35,3044,0,0,7,1.26,1.26,6.39,8.2,5.13,0.04,0.04,0.19,0.23,0.23,0.24,0.15,2019
1883,Ravel Morrison,Sheffield United,1,11,0,0,0,0.03,0.03,0.0,0.0,0.0,0.22,0.22,0.0,0.22,0.22,0.0,0.0,2019
1950,Martin Montoya,Brighton,27,1912,0,0,1,1.43,1.43,1.94,6.85,4.16,0.07,0.07,0.09,0.16,0.16,0.32,0.2,2019
2132,Jota,Aston Villa,10,328,0,0,1,0.26,0.26,0.57,1.56,0.85,0.07,0.07,0.16,0.23,0.23,0.43,0.23,2019
2190,Vicente Guaita,Crystal Palace,35,3150,0,0,0,0.0,0.0,0.0,1.86,1.86,0.0,0.0,0.0,0.0,0.0,0.05,0.05,2019
2344,Christian Atsu,Newcastle United,19,733,0,0,3,0.25,0.25,0.71,1.53,0.71,0.03,0.03,0.09,0.12,0.12,0.19,0.09,2019
2379,Joao Cancelo,Manchester City,17,1198,0,0,0,0.56,0.56,3.0,14.23,11.61,0.04,0.04,0.23,0.27,0.27,1.07,0.87,2019
2383,Andre Gomes,Everton,19,1457,0,0,1,0.21,0.21,1.1,5.09,3.94,0.01,0.01,0.07,0.08,0.08,0.31,0.24,2019
2385,Mathew Ryan,Brighton,38,3420,0,0,0,0.0,0.0,0.0,4.32,4.32,0.0,0.0,0.0,0.0,0.0,0.11,0.11,2019
2390,Victor Camarasa,Crystal Palace,1,3,0,0,0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,1.96,1.96,2019
2446,Dani Ceballos,Arsenal,24,1722,0,0,2,0.47,0.47,1.58,8.66,7.35,0.02,0.02,0.08,0.11,0.11,0.45,0.38,2019
2509,Dimitri Foulquier,Watford,3,52,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
2673,Albian Ajeti,West Ham,9,114,0,0,0,0.2,0.2,0.04,0.27,0.03,0.16,0.16,0.03,0.19,0.19,0.22,0.03,2019
2958,Oleksandr Zinchenko,Manchester City,19,1265,0,0,0,0.48,0.48,2.09,10.34,9.81,0.03,0.03,0.15,0.18,0.18,0.74,0.7,2019
3253,Frederic Guilbert,Aston Villa,25,2045,0,0,2,0.42,0.42,1.39,4.42,3.74,0.02,0.02,0.06,0.08,0.08,0.19,0.16,2019
3357,Djibril Sidibe,Everton,25,1806,0,0,4,0.3,0.3,2.56,7.78,5.02,0.02,0.02,0.13,0.14,0.14,0.39,0.25,2019
3358,Ibrahim Amadou,Norwich,11,757,0,0,0,0.59,0.59,0.05,1.25,1.15,0.07,0.07,0.01,0.08,0.08,0.15,0.14,2019
3389,Benjamin Mendy,Manchester City,19,1508,0,0,3,0.32,0.32,1.63,10.95,10.01,0.02,0.02,0.1,0.12,0.12,0.65,0.6,2019
3873,Ezequiel Schelotto,Brighton,8,362,0,0,0,0.25,0.25,0.0,0.5,0.24,0.06,0.06,0.0,0.06,0.06,0.12,0.06,2019
4401,Emiliano Martinez,Arsenal,9,771,0,0,0,0.0,0.0,0.0,0.91,0.91,0.0,0.0,0.0,0.0,0.0,0.11,0.11,2019
4441,Matty James,Leicester,1,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
4475,Jed Steer,Aston Villa,1,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
4764,Jean-Philippe Gbamin,Everton,2,135,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
5043,Kiko Femenia,Watford,28,2253,0,0,0,0.12,0.12,1.2,3.49,2.78,0.0,0.0,0.05,0.05,0.05,0.14,0.11,2019
5061,Kepa,Chelsea,33,2970,0,0,0,0.0,0.0,0.0,5.27,5.27,0.0,0.0,0.0,0.0,0.0,0.16,0.16,2019
5065,Diego Rico,Bournemouth,27,2346,0,0,4,0.34,0.34,2.58,4.2,3.41,0.01,0.01,0.1,0.11,0.11,0.16,0.13,2019
5087,Roberto Jimenez,West Ham,8,687,0,0,0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.02,0.02,2019
5234,Jesus Vallejo,Wolverhampton Wanderers,2,163,0,0,0,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.03,0.03,2019
5240,Ondrej Duda,Norwich,10,737,0,0,0,0.53,0.53,1.53,1.99,1.07,0.06,0.06,0.19,0.25,0.25,0.24,0.13,2019
5245,Bernardo Espinosa,Brighton,14,678,0,0,0,0.45,0.45,0.94,2.12,1.33,0.06,0.06,0.12,0.19,0.19,0.28,0.18,2019
5261,Kevin Danso,Southampton,6,272,0,0,1,0.08,0.08,0.08,0.5,0.5,0.03,0.03,0.03,0.05,0.05,0.16,0.16,2019
5544,Angus Gunn,Southampton,10,900,0,0,0,0.0,0.0,0.0,0.49,0.49,0.0,0.0,0.0,0.0,0.0,0.05,0.05,2019
5552,Nick Pope,Burnley,38,3420,0,0,0,0.0,0.0,0.2,2.25,2.09,0.0,0.0,0.01,0.01,0.01,0.06,0.05,2019
5567,Nathan Holland,West Ham,2,24,0,0,0,0.01,0.01,0.0,0.01,0.0,0.04,0.04,0.0,0.04,0.04,0.04,0.0,2019
5573,Domingos Quina,Watford,4,9,0,0,0,0.02,0.02,0.0,0.02,0.0,0.21,0.21,0.0,0.21,0.21,0.21,0.0,2019
5584,Aaron Wan-Bissaka,Manchester United,35,3075,0,0,4,0.81,0.81,3.49,14.17,11.52,0.02,0.02,0.1,0.13,0.13,0.41,0.34,2019
5598,Angel Gomes,Manchester United,2,17,0,0,0,0.0,0.0,0.23,0.25,0.16,0.0,0.0,1.21,1.21,1.21,1.34,0.86,2019
5602,Sam Surridge,Bournemouth,4,20,0,0,0,0.9,0.9,0.07,0.49,0.0,4.04,4.04,0.3,4.33,4.33,2.19,0.0,2019
5603,Aaron Ramsdale,Bournemouth,37,3330,0,0,1,0.0,0.0,0.53,2.17,1.64,0.0,0.0,0.01,0.01,0.01,0.06,0.04,2019
5681,Giovani Lo Celso,Tottenham,28,1477,0,0,2,1.38,1.38,1.71,7.93,5.94,0.08,0.08,0.1,0.19,0.19,0.48,0.36,2019
